age,marie,genre,nb_jours_abonne,active_msg_vocaux,nb_msg_vocaux,nb_appel_jour,duree_appel_jour,cout_appel_jour,nb_appel_soiree,duree_appel_soiree,cout_appel_soiree,nb_appel_nuit,duree_appel_nuit,cout_appel_nuit,nb_appel_inter,duree_appel_inter,cout_appel_inter,nb_reclamation,churn,offer_type_target_mean
19,1,1,123,0,0,49,209.4,35.6,117,237.4,20.18,98,239.2,10.76,11,9.8,2.65,1,0,0.166023166
19,1,1,124,0,0,108,282.8,48.08,89,246.3,20.94,96,256.4,11.54,1,10.3,2.78,3,1,0.094827586
19,1,1,135,0,0,61,247.2,42.02,122,168.7,14.34,100,169.8,7.64,1,6.6,1.78,0,0,0.166023166
19,1,1,157,1,29,102,219.2,37.26,109,206,17.51,117,192.4,8.66,5,15,4.05,1,0,0.131578947
20,0,0,34,0,0,65,180.6,30.7,99,280.4,23.83,105,292.4,13.16,3,5,1.35,1,0,0.166023166
20,0,0,36,0,0,129,177.9,30.24,87,224.6,19.09,102,306.3,13.78,6,10.8,2.92,2,0,0.139344262
20,0,0,43,0,0,134,84.2,14.31,103,80.8,6.87,79,196.1,8.82,2,10.8,2.92,1,0,0.098591549
20,0,0,48,0,0,60,52,8.84,79,132,11.22,85,185.8,8.36,2,12.3,3.32,2,0,0.098901099
20,0,0,72,1,33,59,96.6,16.42,98,315.4,26.81,117,163.3,7.35,4,6.2,1.67,4,1,0.095238095
20,0,0,74,1,32,107,174.6,29.68,115,310.6,26.4,92,234.7,10.56,4,9,2.43,1,0,0.142857143
20,0,0,83,0,0,101,195.2,33.18,38,188.7,16.04,91,270,12.15,3,11.4,3.08,0,0,0.116731518
20,0,0,85,0,0,97,197.2,33.52,115,211.7,17.99,133,210.1,9.45,4,8.3,2.24,4,0,0.120879121
20,0,0,89,0,0,95,234.8,39.92,87,109.7,9.32,99,180.3,8.11,2,10.4,2.81,0,0,0.144859813
20,0,0,90,0,0,158,125.4,21.32,83,269.1,22.87,103,238.6,10.74,7,11,2.97,1,0,0.153424658
20,0,0,91,0,0,128,190.5,32.39,103,205.5,17.47,63,130.7,5.88,5,13.8,3.73,0,0,0.146341463
20,0,0,92,0,0,105,212.4,36.11,118,224.6,19.09,105,221.3,9.96,4,9,2.43,1,0,0.098591549
20,0,0,95,0,0,79,69.4,11.8,109,190.8,16.22,102,219.9,9.9,5,8.9,2.4,0,0,0.185483871
20,0,0,97,1,25,101,141,23.97,85,212,18.02,138,175.2,7.88,2,4.9,1.32,3,0,0.17370892
20,0,0,101,0,0,148,131,22.27,126,237.7,20.2,111,281.3,12.66,4,12.6,3.4,3,0,0.116731518
20,0,0,106,0,0,114,149.7,25.45,72,104.5,8.88,87,227.9,10.26,2,9,2.43,2,0,0.225806452
20,0,0,112,0,0,127,174.5,29.67,71,259.3,22.04,120,170.5,7.67,7,11.3,3.05,1,0,0.120879121
20,0,0,115,0,0,109,147.9,25.14,117,228.4,19.41,90,299.7,13.49,9,9.6,2.59,3,0,0.139344262
20,0,0,117,0,0,122,189.8,32.27,94,235.6,20.03,120,270.8,12.19,2,12.7,3.43,1,0,0.17370892
20,0,0,127,0,0,102,242.2,41.17,80,226.1,19.22,96,252,11.34,5,13.9,3.75,2,1,0.153846154
20,0,0,143,0,0,97,172.3,29.29,108,174,14.79,119,188.2,8.47,4,13,3.51,2,0,0.098591549
20,0,0,158,0,0,112,209.9,35.68,82,221.3,18.81,93,210,9.45,3,8.2,2.21,1,0,0.142857143
20,0,0,159,0,0,107,198.8,33.8,91,195.5,16.62,120,213.3,9.6,7,16.5,4.46,5,0,0.153846154
20,0,0,166,0,0,100,156.8,26.66,93,171.5,14.58,97,149.1,6.71,10,11.2,3.02,1,1,0.05
20,0,0,169,0,0,119,240.7,40.92,102,141.1,11.99,56,120.6,5.43,2,7.7,2.08,2,0,0.098901099
20,0,0,183,0,0,87,108.3,18.41,116,183.6,15.61,109,176.6,7.95,2,13.5,3.65,0,0,0.17370892
20,0,0,243,0,0,92,95.5,16.24,63,163.7,13.91,118,264.2,11.89,6,6.6,1.78,2,0,0.139344262
20,0,1,41,0,0,92,237.8,40.43,155,223.5,19,90,217.4,9.78,6,10.2,2.75,2,0,0.146341463
20,0,1,57,0,0,114,190.1,32.32,96,274.5,23.33,122,132.5,5.96,5,9.2,2.48,3,0,0.142857143
20,0,1,82,0,0,90,207,35.19,83,232.9,19.8,108,172.4,7.76,8,9.1,2.46,3,0,0.122137405
20,0,1,82,1,29,77,163.8,27.85,112,134.9,11.47,95,79.3,3.57,2,8.8,2.38,2,0,0.153846154
20,0,1,83,0,0,76,135.2,22.98,98,161,13.69,105,129.3,5.82,6,9,2.43,0,0,0.166023166
20,0,1,83,0,0,105,197.6,33.59,96,177.5,15.09,100,126.8,5.71,1,9.2,2.48,3,1,0.134408602
20,0,1,88,1,28,104,190.6,32.4,105,237.3,20.17,116,211.6,9.52,1,9.8,2.65,2,0,0.153424658
20,0,1,102,0,0,89,102.6,17.44,77,246,20.91,140,170.5,7.67,4,9.1,2.46,2,0,0.135951662
20,0,1,107,0,0,90,228.2,38.79,123,214.2,18.21,79,183.1,8.24,4,10.5,2.84,4,0,0.17370892
20,0,1,107,0,0,104,134,22.78,94,174.5,14.83,79,311.1,14,3,7.3,1.97,3,0,0.120879121
20,0,1,109,0,0,85,268.4,45.63,131,150.6,12.8,84,297.9,13.41,8,9.7,2.62,2,1,0.185483871
20,0,1,115,0,0,135,143.6,24.41,119,278,23.63,84,46.7,2.1,3,12.7,3.43,0,0,0.142857143
20,0,1,117,0,0,98,97.1,16.51,131,228,19.38,111,240,10.8,3,10.6,2.86,1,0,0.153424658
20,0,1,131,0,0,110,187.9,31.94,101,200.5,17.04,125,202.6,9.12,11,10.2,2.75,2,0,0.134408602
20,0,1,135,1,41,85,173.1,29.43,107,203.9,17.33,78,122.2,5.5,15,14.6,3.94,0,1,0.122137405
20,0,1,137,0,0,112,109.8,18.67,88,223.5,19,96,247.5,11.14,2,17.8,4.81,1,0,0.122137405
20,0,1,159,0,0,105,189.1,32.15,147,246.1,20.92,106,242,10.89,5,10.4,2.81,1,1,0.098591549
20,0,1,172,0,0,90,136,23.12,89,184,15.64,48,137.5,6.19,3,5.5,1.49,0,0,0.142857143
20,1,0,70,1,23,95,205.5,34.94,80,224.3,19.07,76,196.1,8.82,4,9.7,2.62,1,0,0.141176471
20,1,0,87,0,0,119,171.6,29.17,107,205,17.43,114,170.6,7.68,4,13.8,3.73,0,0,0.174107143
20,1,0,95,1,35,143,229.1,38.95,104,148.2,12.6,110,248.4,11.18,3,3.9,1.05,0,0,0.204545455
20,1,0,116,1,24,90,232.9,39.59,94,152.1,12.93,82,344.3,15.49,6,10.7,2.89,1,0,0.17370892
20,1,0,134,0,0,86,208.3,35.41,89,253.6,21.56,86,291,13.1,3,12.6,3.4,1,0,0.098591549
20,1,0,145,0,0,78,39.5,6.72,106,264.3,22.47,90,185.8,8.36,6,10,2.7,0,0,0.120879121
20,1,0,155,0,0,108,165.4,28.12,103,183.7,15.61,108,80.2,3.61,4,8.9,2.4,3,0,0.122137405
20,1,0,162,0,0,89,115.1,19.57,111,196.8,16.73,98,212.4,9.56,3,11.4,3.08,2,0,0.185483871
20,1,1,34,0,0,75,210.4,35.77,108,205.1,17.43,129,230.5,10.37,2,12.5,3.38,1,0,0.17370892
20,1,1,48,0,0,84,210.8,35.84,98,189.6,16.12,99,157.6,7.09,3,16.4,4.43,2,0,0.153424658
20,1,1,50,0,0,108,131.7,22.39,103,216.5,18.4,126,196.1,8.82,5,11,2.97,1,0,0.142857143
20,1,1,67,1,35,59,181.1,30.79,116,215.9,18.35,106,216.3,9.73,4,16.9,4.56,0,1,0.120879121
20,1,1,68,1,43,95,147.7,25.11,108,259.3,22.04,106,237.1,10.67,8,8.9,2.4,3,0,0.17370892
20,1,1,74,0,0,72,233.6,39.71,103,168,14.28,71,276.3,12.43,2,6.3,1.7,2,0,0.134408602
20,1,1,74,0,0,95,157.1,26.71,36,213.1,18.11,77,280.4,12.62,3,7.6,2.05,2,0,0.113989637
20,1,1,76,0,0,74,168.4,28.63,83,161,13.69,117,147.4,6.63,4,8,2.16,1,0,0.116731518
20,1,1,78,0,20,102,252.8,42.98,105,217.6,18.5,93,107.3,4.83,3,11.2,3.02,0,0,0.144859813
20,1,1,87,0,0,46,210.7,35.82,116,215.6,18.33,79,170.4,7.67,3,13.2,3.56,1,0,0.146341463
20,1,1,88,0,0,124,264.8,45.02,112,245.4,20.86,115,160.5,7.22,2,14.8,4,1,1,0.098591549
20,1,1,95,1,23,87,160.3,27.25,101,202.4,17.2,122,191.1,8.6,3,7.4,2,0,0,0.134408602
20,1,1,97,0,0,99,80.7,13.72,93,262.3,22.3,130,214.6,9.66,3,8.8,2.38,0,0,0.06122449
20,1,1,99,0,0,90,155.6,26.45,117,240.1,20.41,88,230.8,10.39,4,10.8,2.92,3,0,0.135951662
20,1,1,100,0,0,96,113.3,19.26,89,197.9,16.82,93,284.5,12.8,2,11.7,3.16,4,1,0.17370892
20,1,1,101,0,0,114,232.7,39.56,123,186.4,15.84,122,153.3,6.9,6,11.5,3.11,5,0,0.153424658
20,1,1,102,0,0,88,95.6,16.25,106,167.6,14.25,95,177.3,7.98,2,9.8,2.65,3,0,0.17370892
20,1,1,104,0,0,102,186.8,31.76,114,176.3,14.99,84,222.2,10,3,13,3.51,0,0,0.098901099
20,1,1,108,1,35,136,169.8,28.87,101,173.7,14.76,105,214.6,9.66,7,9.5,2.57,2,0,0.153846154
20,1,1,115,0,0,121,173.5,29.5,100,168.3,14.31,105,138.3,6.22,5,7.8,2.11,1,0,0.135951662
20,1,1,116,0,0,88,85.8,14.59,112,115.8,9.84,91,195.9,8.82,2,11,2.97,1,0,0.098901099
20,1,1,116,1,29,91,162.3,27.59,79,279.3,23.74,131,192.7,8.67,2,11.7,3.16,3,1,0.17370892
20,1,1,119,0,0,102,133.4,22.68,71,204.6,17.39,103,196.9,8.86,7,11.1,3,1,0,0.153424658
20,1,1,125,0,0,98,175.9,29.9,148,192.8,16.39,110,278.2,12.52,5,10.6,2.86,0,0,0.134408602
20,1,1,125,0,0,103,229.3,38.98,126,177.4,15.08,95,189.3,8.52,8,12,3.24,1,0,0.204545455
20,1,1,132,0,0,107,169.9,28.88,121,209.4,17.8,79,206.1,9.27,2,11.5,3.11,1,0,0.138461538
20,1,1,140,0,0,109,93.2,15.84,116,197.6,16.8,94,219.8,9.89,2,10.5,2.84,1,0,0.134408602
20,1,1,146,1,19,88,176.6,30.02,66,162.7,13.83,98,215.5,9.7,6,14.6,3.94,1,0,0.139344262
20,1,1,148,0,0,84,236.5,40.21,95,236,20.06,124,228.6,10.29,6,8.3,2.24,2,0,0.122137405
20,1,1,148,1,21,135,262.9,44.69,96,149.5,12.71,109,140.5,6.32,4,8.1,2.19,1,0,0.146341463
20,1,1,155,0,0,89,250.5,42.59,84,146.1,12.42,60,164.2,7.39,3,8.4,2.27,1,0,0.134408602
21,0,0,32,1,26,137,243.5,41.4,108,236.8,20.13,149,173.3,7.8,9,9,2.43,1,0,0.135951662
21,0,0,39,0,0,105,196.2,33.35,111,306.8,26.08,110,201.5,9.07,11,6.9,1.86,0,0,0.134408602
21,0,0,51,1,43,94,158.2,26.89,105,213.2,18.12,91,190.4,8.57,2,8.5,2.3,2,0,0.146341463
21,0,0,66,0,0,98,192.4,32.71,93,187,15.9,82,132.9,5.98,1,11.2,3.02,0,0,0.142857143
21,0,0,77,0,0,114,239.2,40.66,115,150,12.75,81,160.8,7.24,2,10.3,2.78,5,0,0.135951662
21,0,0,80,1,15,110,159.3,27.08,120,170.6,14.5,82,141.2,6.35,5,11.9,3.21,1,0,0.138461538
21,0,0,89,1,32,113,209.9,35.68,104,249.8,21.23,92,224.2,10.09,7,8.7,2.35,1,0,0.135951662
21,0,0,92,1,28,90,151.1,25.69,79,194.8,16.56,114,239.2,10.76,3,10,2.7,1,0,0.120879121
21,0,0,94,0,0,85,181.8,30.91,98,202.4,17.2,97,245.9,11.07,2,9.2,2.48,4,0,0.135951662
21,0,0,96,1,23,88,183.1,31.13,89,147.4,12.53,108,350.2,15.76,7,11.3,3.05,1,0,0.153424658
21,0,0,102,1,25,100,137.4,23.36,83,176.7,15.02,93,188.2,8.47,6,10.2,2.75,2,0,0.095238095
21,0,0,130,0,0,68,140.9,23.95,109,217.5,18.49,96,123.6,5.56,4,13.6,3.67,3,0,0.144859813
21,0,0,132,0,0,88,121.5,20.66,124,253,21.51,120,195.7,8.81,4,10.7,2.89,1,0,0.153424658
21,0,0,145,1,10,100,190.7,32.42,114,177.7,15.1,100,167.3,7.53,2,12.8,3.46,0,0,0.116731518
21,0,0,158,0,0,105,175.9,29.9,88,188.3,16.01,98,188.3,8.47,6,11,2.97,1,0,0.11627907
21,0,0,163,1,30,123,195.2,33.18,115,126.4,10.74,90,221,9.95,5,9,2.43,9,1,0.204545455
21,0,0,180,0,0,94,174.1,29.6,93,147.1,12.5,108,216.9,9.76,3,16.2,4.37,1,0,0.094827586
21,0,0,182,0,0,118,279.5,47.52,113,203.2,17.27,101,174.2,7.84,4,10.7,2.89,2,1,0.166023166
21,0,0,243,0,0,81,152.9,25.99,82,256.6,21.81,112,173.6,7.81,6,5.3,1.43,2,0,0.11627907
21,0,1,54,0,0,94,199.8,33.97,112,308,26.18,99,162.6,7.32,4,10.1,2.73,0,0,0.146341463
21,0,1,72,0,0,64,153.8,26.15,106,304.4,25.87,125,185,8.32,5,8.4,2.27,1,0,0.17370892
21,0,1,73,0,0,80,183.4,31.18,115,242,20.57,100,201.4,9.06,3,7.5,2.03,4,0,0.194444444
21,0,1,74,0,0,83,85.7,14.57,67,247.7,21.05,85,142.4,6.41,5,10.1,2.73,2,0,0.139344262
21,0,1,74,0,0,102,162.7,27.66,105,292,24.82,80,183.3,8.25,6,8.7,2.35,0,0,0.153424658
21,0,1,79,0,0,112,152.2,25.87,132,177.2,15.06,87,96.4,4.34,3,5.3,1.43,1,0,0.116731518
21,0,1,80,1,22,115,196.4,33.39,109,150.3,12.78,75,176.2,7.93,1,9.3,2.51,0,0,0.146341463
21,0,1,94,0,0,72,208.1,35.38,79,188,15.98,96,162,7.29,5,4.6,1.24,2,0,0.142857143
21,0,1,103,0,0,84,166.6,28.32,91,192.4,16.35,115,167.9,7.56,6,7.7,2.08,1,0,0.138461538
21,0,1,105,0,0,93,167.7,28.51,103,234.1,19.9,175,169.7,7.64,5,6.9,1.86,3,0,0.135951662
21,0,1,108,1,25,88,170.7,29.02,113,109.9,9.34,99,165.7,7.46,1,8.7,2.35,3,0,0.135951662
21,0,1,108,1,42,90,130.1,22.12,128,167,14.2,80,244.7,11.01,5,13.6,3.67,3,1,0.185483871
21,0,1,123,1,41,127,141.3,24.02,96,152,12.92,114,218.8,9.85,3,8.1,2.19,3,0,0.146341463
21,0,1,131,1,39,122,69.1,11.75,136,101.3,8.61,94,104.8,4.72,4,9.1,2.46,0,0,0.135951662
21,0,1,145,0,0,120,158.8,27,145,352.1,29.93,140,177.6,7.99,6,6.2,1.67,2,0,0.17370892
21,0,1,164,0,0,90,215.6,36.65,99,171.6,14.59,105,110.4,4.97,6,11.3,3.05,1,0,0.094827586
21,0,1,166,1,26,114,152.1,25.86,67,89.3,7.59,111,194.6,8.76,6,7.5,2.03,0,0,0.094827586
21,0,1,175,1,35,95,159.5,27.12,100,140.7,11.96,99,176.3,7.93,4,5.4,1.46,5,1,0.17370892
21,0,1,177,0,0,106,232.8,39.58,97,175.2,14.89,77,212.2,9.55,7,12.5,3.38,2,0,0.142857143
21,0,1,177,1,29,91,189,32.13,96,303.1,25.76,116,163.6,7.36,1,15.7,4.24,3,0,0.146341463
21,1,0,11,0,0,130,143.4,24.38,50,289.4,24.6,100,194,8.73,6,9.7,2.62,2,0,0.116731518
21,1,0,41,1,37,110,239.8,40.77,115,221.9,18.86,100,189.1,8.51,1,7.3,1.97,2,0,0.098591549
21,1,0,59,0,0,100,189.7,32.25,133,115.9,9.85,115,220.6,9.93,4,7.4,2,0,0,0.163265306
21,1,0,67,1,31,68,175.2,29.78,73,199.2,16.93,99,219.8,9.89,6,13.2,3.56,1,0,0.135951662
21,1,0,68,0,0,105,237.1,40.31,105,223.5,19,79,97.4,4.38,2,13.2,3.56,1,0,0.131578947
21,1,0,72,0,0,106,118.2,20.09,136,167.2,14.21,106,214.2,9.64,3,12.2,3.29,3,0,0.120879121
21,1,0,87,0,0,80,134.2,22.81,71,165,14.03,102,173.1,7.79,5,10.7,2.89,0,0,0.135951662
21,1,0,89,0,0,81,178.7,30.38,74,233.7,19.86,120,131.9,5.94,4,9.1,2.46,1,0,0.185483871
